episode,a_cnt,state,action,reward,DAsum,SNr,cart_pos,cart_v,pole_angle,pole_v
2,32,735,1,1,1.05911331481905,0.1133334718,0.0630022156295738,-0.3670449223345226,-0.04640366972832773,0.5090124527470072
2,33,525,0,1,0.8621150569562657,0.1390326637,0.05566131718288334,0.023790261009281555,-0.03622342067338759,-0.09024702960250663
2,34,735,0,1,0.994999,0.01,0.05613712240306897,-0.365897489099366,-0.038028361265437724,0.4832537880795065
2,35,951,0,1,0.994999,0.01,0.04881917262108165,-0.7555639838690484,-0.028363285503847594,1.0561532985301767
2,36,1161,0,1,0.94999,0.01,0.03370789294370068,-1.1454092539789757,-0.007240219533244059,1.6323483156795464
2,37,1197,0,1,1.08774955,-0.0,0.010799707864121169,-1.5355666495211477,0.02540674678034687,2.2154404638484264
2,38,1196,0,1,0.947480025299999,0.0194999,-0.019911625126301787,-1.9260346803001087,0.0697155560573154,2.808422264008359
2,39,1190,0,1,0.94999,0.01,-0.058432318732303964,-2.316600480578736,0.12588400133748257,3.413327627387892
2,40,1226,0,-200,-200.0,-0.0,-0.1047643283438787,-2.706753623469869,0.1941505538852404,4.030838684020491
3,1,741,0,1,1.3808325818666345,0.0354195456,0.02238989970283653,0.01740246588482741,-0.018969162512904106,0.012443107216155838
3,2,735,1,1,0.6009157147347781,0.123924605,0.02273794902053308,-0.3725591930707903,-0.018720300368580987,0.5917037598053111
3,3,741,0,1,1.3388959067956239,0.0492278714,0.015286765159117272,0.017936716973256994,-0.006886225172474765,0.0005590817585148233
3,4,735,1,1,0.6416610114734509,0.1299337621,0.01564549949858241,-0.3722070763583739,-0.006875043537304468,0.5837363621183452
3,5,561,1,1,0.9674846402046019,0.0649463589,0.008201357971414934,0.018131785689533775,0.004799683705062437,-0.003779340502153339
3,6,561,0,1,1.6092870846481986,0.0110579599,0.00856399368520561,0.408306197079114,0.004724096895019371,-0.5876231146828027
3,7,525,0,1,0.8749393778424188,0.1476538143,0.016730117626787888,0.017996773982300762,-0.0070283653986366835,-0.0007766336325923939
3,8,735,0,1,0.9002102497898999,0.01994999,0.017090053106433904,-0.3721449245981268,-0.007043898071288531,0.5823551377410902
3,9,987,1,1,1.0,-0.0,0.009647154614471368,-0.7622887247541257,0.004603204683533272,1.1654854309498939
3,10,770,0,1,1.0,-0.0,-0.005598619880611146,-0.37210534276656015,0.02791291330253115,0.5815698961962568
3,11,986,1,1,1.045,-0.0,-0.013040726735942348,-0.7627178771196068,0.03954431122645628,1.1754657897837415
3,12,770,0,1,0.997024405,0.01,-0.028295084278334486,-0.3730317793311709,0.06305362702213112,0.6030166107185101
3,13,986,1,1,1.037623959764482,0.01045,-0.0357557198649579,-0.7640416163528012,0.07511395923650133,1.2068913167358337
3,14,770,0,1,0.9938644083931494,0.0199702441,-0.051036552192013925,-0.3749246095628548,0.099251785571218,0.6469243559431866
3,15,986,1,1,0.9895825426773585,0.0208262396,-0.05853504438327102,-0.7662609901551969,0.11219027269008174,1.2601721731018567
3,16,986,1,1,0.8462952904721386,0.030722065,-0.07386026418637495,-0.37779540969479786,0.13739371615211887,0.7140518607587888
3,17,776,0,1,1.1763325805,-0.0,-0.08141617238027091,0.010038567104356244,0.15167475336729463,0.17804991628453493
3,18,986,0,1,1.0,-0.0,-0.08121540103818378,-0.3816883354747982,0.15523575169298534,0.803315989454594
3,19,1238,1,1,1.0,-0.0,-0.08884916774767974,-0.7733405479786086,0.1713020714820772,1.4291861728393287
3,20,1022,0,-200,-199.955,-0.0,-0.10431597870725191,-0.38598949043655795,0.1998857949388638,0.9067805575875637
4,1,740,0,1,1.0,-0.0,-0.04109671896549399,0.03679242092358527,-0.03306090169549099,0.02697975785724238
4,2,734,1,1,1.045,-0.0,-0.04036087054702228,-0.3529465497813639,-0.03252130653834614,0.6015506131912017
4,3,740,0,1,0.997024405,0.01,-0.04741980154264956,0.03772172542949698,-0.020490294274522106,0.006298482682569939
4,4,734,1,1,0.94773907975,0.01045,-0.04666536703405962,-0.35221642167157396,-0.020364324620870705,0.5850591953665842
4,5,524,0,1,1.0896732585,-0.0,-0.0537096954674911,0.03830080579725498,-0.00866314071353902,-0.006581885371228169
4,6,734,1,1,0.9003233359095953,0.0199273908,-0.052943679351546,-0.35181671884574306,-0.008794778420963583,0.5760255114767489
4,7,560,1,1,1.0,-0.0,-0.05998001372846086,0.038548250878657375,0.002725731808571394,-0.012084929279407186
4,8,560,1,1,0.94999,0.01,-0.05920904871088771,0.4287528507901501,0.0024840332229832504,-0.5965882906864404
4,9,308,1,1,1.0,-0.0,-0.05063399169508471,0.8189618150739433,-0.009447732590745557,-1.1811696262813443
4,10,98,0,1,1.045,-0.0,-0.03425475539360584,1.209325794861984,-0.033071125116372446,-1.7694670554034078
4,11,308,0,1,1.703814436,-0.0,-0.01006823949636616,0.8194860190446357,-0.0684604662244406,-1.1947482767134896
4,12,525,0,1,0.9215537763652075,0.156403208,0.0063214808845265535,0.4302588836642678,-0.09235543175871039,-0.6323868804737551
4,13,525,0,1,0.7847723850912521,0.1656187458,0.01492665855781191,0.041537908652208855,-0.10500316936818549,-0.07890426884782176
4,14,735,1,1,1.0991168091921253,0.1363503723,0.015757416730856087,-0.3468995517092551,-0.10658125474514192,0.46972855144250114
4,15,525,0,1,0.7949958154066548,0.1734664697,0.008819425696670984,0.04451432458692606,-0.0971866837162919,-0.14533629782796464
4,16,735,1,1,1.079900986381677,0.1473415403,0.009709712188409506,-0.3440788197195437,-0.10009340967285119,0.4062748881155477
4,17,525,0,1,0.8038411814064351,0.1814164278,0.002828135794018632,0.0472889635452573,-0.09196791191054023,-0.20721684620868364
4,18,735,1,1,0.2559867915134869,0.1581405502,0.0037739150649237782,-0.3414073754287021,-0.09611224883471389,0.3463632098383579
4,19,524,0,1,1.0757206445566907,0.0108967326,-0.0030542324436502637,0.04993151248877303,-0.08918498463794673,-0.2661494618259609
4,20,734,1,1,0.9527622884761194,0.0289306242,-0.002055602193874803,-0.3388206200829568,-0.09450797387446595,0.2884755441874258
4,21,524,0,1,1.0648204767207308,0.021653939,-0.008832014595533939,0.05250795763507543,-0.08873846299071744,-0.3236418349163739
4,22,734,1,1,0.9530323138678931,0.038458247,-0.00778185544283243,-0.3362556200278861,-0.09521129968904492,0.23115416266879907
4,23,524,0,1,1.0544730161832367,0.0323021438,-0.014506967843390152,0.055081765506460934,-0.09058821643566893,-0.38114311264298417
4,24,734,1,1,0.9528228461329067,0.0479885702,-0.013405332533260933,-0.3336501080318458,-0.09821107868852862,0.1729672928440007
4,25,524,0,1,1.0446294358910886,0.042846874,-0.02007833469389785,0.05771505968651641,-0.0947517328316486,-0.44007923622990774
4,26,734,1,1,0.9521803185059465,0.0575167986,-0.018924033500167522,-0.3309414064804237,-0.10355331755624676,0.11247508855266353
4,27,524,0,1,1.0352453932751104,0.0532931683,-0.025542861629775995,0.06046971513140137,-0.1013038157851935,-0.5018867881052408
4,28,734,1,1,0.9511468778040465,0.0670386018,-0.02433346732714797,-0.32806535537907955,-0.11134155154729831,0.048195472889965285
4,29,524,0,1,0.6813668119765147,0.0636456223,-0.03089477443472956,0.06340829363958639,-0.110377642089499,-0.5680457760907169
4,30,518,0,1,1.3444753175000002,-0.0,-0.029626608561937835,-0.3249553296282479,-0.12173855761131334,-0.02143055443440889
4,31,734,1,1,0.6772576728818371,0.0765500706,-0.036125715154502795,-0.713051795347724,-0.12216716870000152,0.520702900780755
4,32,518,0,1,1.3078108935796282,0.0134447532,-0.05038675106145728,-0.3215308942224971,-0.11175311068438643,-0.09802923695826671
4,33,734,1,1,0.7022442726021505,0.0833226473,-0.05681736894590722,-0.7098330892798009,-0.11371369542355175,0.4480037101995843
4,34,518,0,1,1.274083907211375,0.0265228621,-0.07101403073150324,-0.3183634046495498,-0.10475362121956007,-0.1687682154577027
4,35,734,1,1,0.7244642369059184,0.0903450901,-0.07738129882449424,-0.7068081054740596,-0.10812898552871412,0.37996359147698244
4,36,518,0,1,1.2430259822452645,0.0392637012,-0.09151746093397543,-0.315374304430552,-0.10052971369917447,-0.23548601669349278
4,37,734,1,1,0.7441758188967265,0.0975897324,-0.09782494702258647,-0.7039052431866154,-0.10523943403304434,0.3148619572901612
4,38,518,0,1,1.2143933308800425,0.051693961,-0.11190305188631877,-0.31248936294857316,-0.09894219488724111,-0.299896877878038
4,39,734,1,1,0.7616133591260252,0.1050314906,-0.11815283914529023,-0.701054773768007,-0.10494013244480187,0.25105908518342923
4,40,518,0,1,1.1879645166667294,0.0638378943,-0.13217393462065039,-0.3096375854025859,-0.09991895074113329,-0.3636326253176716
4,41,734,1,1,0.7769895038597531,0.1126476242,-0.1383666863287021,-0.6981879899045318,-0.10719160324748672,0.1869586800579588
4,42,518,0,1,1.163538419065282,0.0757175395,-0.15233044612679275,-0.3067500368934761,-0.10345242964632755,-0.42828226571552086
4,43,734,1,1,0.7904972166194272,0.1204175192,-0.15846544686466227,-0.6952361824493515,-0.11201807496063797,0.12097063959032095
4,44,518,0,1,1.1409323807043985,0.0873529237,-0.1723701705136493,-0.3037587122475207,-0.10959866216883155,-0.49542969010816884
4,45,734,1,1,0.802311597908387,0.1283224914,-0.17844534475859972,-0.6921295773367522,-0.11950725597099493,0.05147377639969308
4,46,518,0,1,0.9505213366852026,0.0987622475,-0.19228793630533475,-0.3005955642367113,-0.11847778044300107,-0.5666898800941254
4,47,518,0,1,0.45749051169270083,0.1082674608,-0.19829984759006897,-0.6887963532752073,-0.12981157804488358,-0.023221828644090503
4,48,728,0,1,1.0,-0.0,-0.21207577465557312,-1.0767238444885217,-0.1302760146177654,0.5157160424218699
4,49,944,1,1,1.045,-0.0,-0.23361025154534354,-1.4646751193171574,-0.119961693769328,1.0545188496332536
4,50,728,0,1,0.997024405,0.01,-0.2629037539316867,-1.0732672555272835,-0.09887131677666293,0.43644228888636727
4,51,944,1,1,1.037623959764482,0.01045,-0.28436909904223234,-1.4618437276166416,-0.09014247099893559,0.9874395784393268
4,52,728,0,1,0.9938644083931494,0.0199702441,-0.31360597359456516,-1.0706316444700914,-0.07039367943014906,0.3765379733882446
4,53,944,1,1,1.0304714853447083,0.0208262396,-0.335018606483967,-1.459738209627478,-0.06286291996238416,0.9380736682566002
4,54,728,0,1,0.990539198642219,0.0299088881,-0.36421337067651655,-1.0687619704542093,-0.04410144659725215,0.33429817887044755
4,55,944,1,1,1.0235241259563133,0.0311309545,-0.38558861008560075,-1.4583236166199431,-0.0374154830198432,0.9051108626424528
4,56,728,0,1,0.9870661891870915,0.0398142801,-0.41475508241799963,-1.0676135221501182,-0.01931326576699415,0.30845830912737393
4,57,944,1,1,0.7929979052852868,0.0413661957,-0.436107352861002,-1.4575716638808407,-0.01314409958444667,0.8876086865192594
4,58,764,1,1,1.0,-0.0,-0.4652587861386188,-1.0671543154138834,0.00460807414593852,0.2981689976135502
4,59,554,0,1,1.045,-0.0,-0.4866018724468965,-0.6769767051074529,0.010571454098209525,-0.28573643497762846
4,60,764,1,1,0.997024405,0.01,-0.5001414065490456,-1.0673681721242703,0.004856725398656956,0.3029259941312662
4,61,554,0,1,1.037623959764482,0.01045,-0.521488769991531,-0.6771941597478277,0.01091524528128228,-0.2809002502886214
4,62,764,1,1,0.9938644083931494,0.0199702441,-0.5350326531864876,-1.0675903468594579,0.005297240275509851,0.30786816450861487
4,63,554,0,1,1.0304714853447083,0.0208262396,-0.5563844601236768,-0.6774227244326765,0.011454603565682148,-0.27581767649492106
4,64,764,1,1,0.990539198642219,0.0299088881,-0.5699329146123303,-1.0678262902024525,0.005938250035783727,0.31311683434822524
4,65,554,0,1,1.0235241259563133,0.0311309545,-0.5912894404163793,-0.6776679876384194,0.012200586722748232,-0.27036446571858797
4,66,764,1,1,0.9870661891870915,0.0398142801,-0.6048428001691477,-1.0680817248408663,0.006793297408376473,0.3187994380560375
4,67,554,1,1,1.0,-0.0,-0.626204434665965,-0.6779358890556695,0.013169286169497222,-0.26440859799939354
4,68,338,0,1,1.507790647,-0.0,-0.6397631524470784,-0.28788488287224495,0.007881114209509352,-0.8455627148483166
4,69,518,0,1,0.6586016600206959,0.112842366,-0.6455208501045233,-0.6782345360079558,-0.009030140087456978,-0.25773939549589864
4,70,728,0,1,0.9733816521364582,0.049684942,-0.6590855408246824,-1.0683471977130563,-0.01418492799737495,0.32475091377570664
4,71,944,1,1,0.9770787886977439,0.0492961748,-0.6804524847789435,-1.4583834122079953,-0.007689909721860817,0.9055761474988367
4,72,764,1,1,0.9376612860867517,0.049684942,-0.7096201530231034,-1.0680370709042837,0.010421613228115918,0.31781313654567
4,73,554,0,1,1.0589947859507527,0.0413661957,-0.7309808944411891,-0.6779446918650633,0.01677787595902932,-0.2642297575175987
4,74,764,1,1,0.9384222197295624,0.0590615549,-0.7445397882784903,-1.0684199836803063,0.011493280808677345,0.32633320799798315
4,75,554,0,1,1.0482753909903888,0.0519561436,-0.7659081879520965,-0.6783434732412494,0.018019944968637007,-0.2553639624052316
4,76,764,1,1,0.6573026320599205,0.0684457771,-0.7794750574169215,-1.0688353287118915,0.012912665720532374,0.33557630055776333
4,77,553,1,1,1.0,-0.0,-0.8008517639911593,-0.6787799321173575,0.01962419173168764,-0.2456617993056891
4,78,337,1,1,1.0,-0.0,-0.8144273626335065,-0.2888272286502433,0.014710955745573857,-0.824709085366911
4,79,91,0,1,1.0,-0.0,-0.8202039072065114,0.10120931298697222,-0.001783225961764362,-1.4053757274663443
4,80,301,0,1,1.0,-0.0,-0.8181797209467719,-0.2890123607525146,-0.029890740511091248,-0.8205684156596855
4,81,517,0,1,1.0,-0.0,-0.8239599681618223,-0.6788219979561972,-0.046302108824284954,-0.24490171800480265
4,82,727,0,1,1.0,-0.0,-0.8375364081209462,-1.0683444568267602,-0.05120014318438101,0.32514780712786184
4,83,943,0,1,1.0,-0.0,-0.8589032972574814,-1.45778600048801,-0.04469718704182377,0.893498346123842
4,84,1159,0,1,1.0,-0.0,-0.8880590172672416,-1.8473676224731799,-0.02682722011934693,1.4641505375620483
4,85,1189,1,1,1.0,-0.0,-0.9250063697167051,-2.2372625416484846,0.0024557906318940365,2.040896216813482
4,86,1195,0,1,1.045,-0.0,-0.9697516205496748,-1.8470440513947515,0.04327371496816367,1.4562922481808025
4,87,1189,0,1,1.045,-0.0,-1.0066925015775698,-2.2377647763882047,0.07239955993177973,2.054543171213224
4,88,1189,0,1,0.94773907975,0.01045,-1.051447797105334,-2.628595837836822,0.1134904233560442,2.6605208512824055
4,89,1225,1,-200,-200.0,-0.0,-1.1040197138620704,-3.019304723149555,0.1667008403816923,3.276108562507899
5,1,524,0,1,1.2616269436669538,0.0704592904,-0.03795688382147532,0.0065086466272068835,-0.02390462042641488,-0.004803796557822683
5,2,734,1,1,0.6912723984235385,0.1363456074,-0.037826710888931185,-0.38337626092823346,-0.024000696357571336,0.5728291894334654
5,3,524,0,1,1.2296656510828647,0.0830755598,-0.04549423610749585,0.007187573214967935,-0.012544112568902028,-0.019903363827039167
5,4,734,1,1,0.7120606793602275,0.1432583314,-0.04535048464319649,-0.38287196119465716,-0.012942179845442811,0.561452032721564
5,5,524,0,1,1.2002253315710014,0.0953722163,-0.053007923867089635,0.007548765424062631,-0.001713139191011532,-0.027934905934228094
5,6,734,1,1,0.333857390178109,0.1503789382,-0.05285694855860838,-0.38267048564677547,-0.002271837309696094,0.5568894490714206
5,7,560,1,1,0.9902462475389999,0.0194999,-0.06051035827154389,0.007605163393030745,0.008865951671732318,-0.029190433352327627
5,8,560,1,1,0.9296184736606179,0.0294023625,-0.060358255003683275,0.39771968542269104,0.008282143004685764,-0.6117326621614047
5,9,308,0,1,1.398130013217937,0.0170381444,-0.052403861295229455,0.7878458809080768,-0.003952510238542329,-1.1944669630920424
5,10,524,0,1,0.9461974722323149,0.1073744696,-0.03664694367706792,0.39765360699305974,-0.027841849500383174,-0.6103451589845266
5,11,524,0,1,1.10779788970604,0.1168364444,-0.028693871537206723,0.007820779171119507,-0.040048752680073706,-0.03400698850228134
5,12,734,1,1,0.8064340789699719,0.1537175121,-0.028537455953784333,-0.3818037232718653,-0.04072889245011933,0.5381899519317082
5,13,524,0,1,1.0886724924482427,0.1279144233,-0.03617353041922164,0.008964734432173493,-0.02996509341148517,-0.059447618356613385
5,14,734,1,1,0.8150995613323286,0.1617818529,-0.03599423573057817,-0.38082418355246617,-0.03115404577861744,0.5161648635294178
5,15,524,0,1,1.070888319829094,0.1388011482,-0.04361071940162749,0.009830393558125206,-0.020830748508029084,-0.07869046348961828
5,16,734,1,1,0.8225297815971968,0.1699328485,-0.04341411153046498,-0.38010259902967747,-0.022404557777821448,0.4999583329973749
5,17,524,0,1,1.0543234552557732,0.1495100314,-0.05101616351105853,0.010442704908816824,-0.01240539111787395,-0.0922989881695705
5,18,734,1,1,0.8288412638751275,0.1781581463,-0.050807309412882196,-0.37961901535107045,-0.01425137088126536,0.48910148031529577
5,19,524,0,1,1.0388672049674352,0.1600532659,-0.05839968971990361,0.010820117018237874,-0.004469341274959444,-0.1006875063553192
5,20,734,1,1,0.23908380505374371,0.1864465589,-0.05818328737953885,-0.3793591633078975,-0.006483091402065828,0.4832615868065646
5,21,560,1,1,0.8063575062444145,0.0386985472,-0.0657704706456968,0.010975035993230853,0.0031821403340654645,-0.10413342325997865
5,22,344,1,1,1.1395875,-0.0,-0.06555096992583218,0.40117304674818466,0.0010994718688658914,-0.6884919283517932
5,23,308,0,1,0.9844806559407866,0.0310194445,-0.05752750899086848,0.7914016551092737,-0.012670366698169972,-1.273511242436649
5,24,308,0,1,1.563127325191375,0.0408642511,-0.04169947588868301,0.4013239792468061,-0.038140591546902955,-0.6921666829285671
5,25,524,0,1,0.9975502741491215,0.170441938,-0.033672996303746885,0.011650172910012524,-0.0519839252054743,-0.11929168256340794
5,26,734,1,1,0.8671918026395673,0.188837397,-0.033439992845546634,-0.3777733358337174,-0.05436975885674246,0.44877810405867813
5,27,524,0,1,0.9866567399705247,0.1804174407,-0.04099545956222098,0.013153621569633456,-0.0453941967755689,-0.1527226746880398
5,28,734,1,1,0.8682129263175785,0.197509315,-0.040732387130828315,-0.37638249507771465,-0.04844865026932969,0.4176382745663416
5,29,524,1,1,1.2542298595,-0.0,-0.04826003703238261,0.01447982524372804,-0.04009588477800286,-0.1822055768976657
5,30,308,0,1,1.5744487581058197,0.0564955243,-0.04797044052750805,0.40525090313483914,-0.043739996315956174,-0.7796761125005242
5,31,524,0,1,0.9763518022259584,0.1902840081,-0.03986542246481126,0.015662067443944827,-0.05933351856596666,-0.2087072459991569
5,32,734,1,1,0.8687174832822627,0.2061914443,-0.03955218111593237,-0.3736352577307269,-0.0635076634859498,0.35677734109859105
5,33,524,0,1,0.9665829884849455,0.2000475261,-0.047024886270546906,0.01739386606345472,-0.05637211666397798,-0.2472426159616622
5,34,734,1,1,0.86875538687633,0.2148786191,-0.046677008949277815,-0.37195621250710437,-0.06131696898321122,0.3192901597377481
5,35,524,0,1,0.9573026619479132,0.209713356,-0.0541161331994199,0.019051334287630672,-0.054931165788456256,-0.28413482648414323
5,36,734,1,1,0.86837192519183,0.223566173,-0.05373510651366729,-0.370324799971683,-0.06061386231813912,0.28290676700651973
5,37,524,0,1,0.9484675817257916,0.2192863826,-0.06114160251310095,0.020676551136299792,-0.05495572697800872,-0.32032773878012133
5,38,734,1,1,0.8676081855868452,0.2322498922,-0.06072807149037495,-0.3687003303962847,-0.06136228175361114,0.24670697605069547
5,39,524,0,1,0.9400384913899011,0.2287710585,-0.06810207809830064,0.022310155264171294,-0.056428142232597234,-0.3567340779055568
5,40,734,1,1,0.8665014443317706,0.2409259741,-0.06765587499301721,-0.3670425866425327,-0.06356282379070836,0.20978439665991455
5,41,524,0,1,0.9319797579952583,0.2381714434,-0.07499672672586787,0.023992274275304593,-0.05936713585751007,-0.3942582788837182
5,42,734,1,1,0.8650855178571679,0.2495909885,-0.07451688124036178,-0.36531093492110706,-0.06725230143518443,0.17122408821243895
5,43,524,0,1,0.9242590340584141,0.247491241,-0.08182309993878392,0.02576340836352886,-0.06382781967093565,-0.4338186177127009
5,44,734,1,1,0.8633910851311708,0.2582418437,-0.08130783177151335,-0.3634634354301103,-0.07250419202518966,0.1300801319002176
5,45,524,0,1,0.9168469561319368,0.2567338313,-0.08857710048011555,0.027665263600408163,-0.06990258938718531,-0.4763690723830247
5,46,734,1,1,0.8614459731087628,0.2668757546,-0.08802379520810738,-0.3614559595695484,-0.0794299708348458,0.08535267123505408
5,47,524,0,1,0.9097168700056816,0.2659023009,-0.09525291439949835,0.02974152158144011,-0.07772291741014473,-0.5229213031870009
5,48,734,1,1,0.859275425334562,0.2754902143,-0.09465808396786954,-0.3592413281392368,-0.08818134347388475,0.03596397900057413
5,49,524,0,1,0.15782374943986732,0.2749994696,-0.10184291053065428,0.032038516180958154,-0.08746206389387326,-0.574567065645301
5,50,518,0,1,1.6828586128937357,0.1194283826,-0.10120214020703512,-0.35676850102444657,-0.09895340520677928,-0.019266861347759234
5,51,734,1,1,0.18815494877261363,0.2840829685,-0.10833751022752405,-0.7453250661629676,-0.09933874243373447,0.531671972925725
5,52,518,0,1,1.6072057106020243,0.1362569687,-0.1232440115507834,-0.3539748564897737,-0.08870530297521997,-0.08161686486690645
5,53,734,1,1,0.2514009181231911,0.285964518,-0.13032350868057888,-0.7427305927532357,-0.0903376402725581,0.47317884093891693
